"","binID","start","cata","aRead","bRead","aNorm","bNorm"
"6879","chrY_10184300","10184200",2,5,2,27.7777778,10.5263158
"1949","chrY_10184300","10184200",1,3,7,16.6666667,36.8421053
"13963","chrY_10184900","10184800",3,19,15,86.3636364,88.2352941
"6880","chrY_10184900","10184800",2,3,2,13.6363636,11.7647059
"13964","chrY_10185200","10185100",3,9,8,100,100
"13965","chrY_10186400","10186300",3,10,8,76.9230769,47.0588235
"6881","chrY_10186400","10186300",2,3,9,23.0769231,52.9411764
"13966","chrY_10201000","10200900",3,15,7,93.75,46.6666667
"6882","chrY_10201000","10200900",2,1,8,6.25,53.3333334
"13967","chrY_10206000","10205900",3,6,9,100,100
"13968","chrY_10209400","10209300",3,26,15,66.6666667,57.6923077
"6883","chrY_10209400","10209300",2,8,8,20.5128205,30.7692308
"1950","chrY_10209400","10209300",1,5,3,12.8205128,11.5384615
"13969","chrY_10216500","10216400",3,11,24,36.6666667,41.3793103
"6884","chrY_10216500","10216400",2,15,28,50,48.2758621
"1951","chrY_10216500","10216400",1,4,6,13.3333333,10.3448276
"13970","chrY_10218300","10218200",3,12,17,92.3076923,85
"6885","chrY_10218300","10218200",2,1,3,7.6923077,15
"13971","chrY_10221200","10221100",3,21,14,67.7419355,66.6666667
"6886","chrY_10221200","10221100",2,10,7,32.2580646,33.3333334
"13972","chrY_10221400","10221300",3,9,12,60,50
"6887","chrY_10221400","10221300",2,6,12,40,50
"13973","chrY_10221600","10221500",3,8,1,72.7272727,7.6923077
"6888","chrY_10221600","10221500",2,3,12,27.2727273,92.3076923
"13974","chrY_10222000","10221900",3,13,21,100,100
"13975","chrY_10227800","10227700",3,11,9,100,100
"13976","chrY_10229300","10229200",3,10,10,100,100
"13977","chrY_10229900","10229800",3,38,40,74.5098039,66.6666667
"6889","chrY_10229900","10229800",2,13,20,25.4901961,33.3333333
"13978","chrY_10257300","10257200",3,9,10,81.8181818,76.9230769
"1952","chrY_10257300","10257200",1,2,3,18.1818182,23.0769231
"13979","chrY_10262000","10261900",3,21,12,87.5,80
"6890","chrY_10262000","10261900",2,3,3,12.5,20
"13980","chrY_10263300","10263200",3,3,2,21.4285714,25
"6891","chrY_10263300","10263200",2,11,6,78.5714286,75
"13981","chrY_10264500","10264400",3,4,4,30.7692308,25
"6892","chrY_10264500","10264400",2,7,8,53.8461539,50
"1953","chrY_10264500","10264400",1,2,4,15.3846154,25
"13982","chrY_10265000","10264900",3,5,11,55.5555556,68.75
"6893","chrY_10265000","10264900",2,4,1,44.4444444,6.25
"1954","chrY_10265000","10264900",1,0,4,0,25
"13983","chrY_10323200","10323100",3,16,9,44.4444444,69.2307692
"6894","chrY_10323200","10323100",2,12,2,33.3333333,15.3846154
"1955","chrY_10323200","10323100",1,8,2,22.2222222,15.3846154
"13984","chrY_10323300","10323200",3,17,9,77.2727273,64.2857143
"6895","chrY_10323300","10323200",2,5,5,22.7272727,35.7142857
"13985","chrY_10324800","10324700",3,1,5,4.3478261,16.6666667
"6896","chrY_10324800","10324700",2,6,7,26.0869565,23.3333334
"1956","chrY_10324800","10324700",1,16,18,69.5652174,60
"13986","chrY_10332000","10331900",3,25,28,89.2857143,90.3225806
"6897","chrY_10332000","10331900",2,3,3,10.7142857,9.6774194
"13987","chrY_10333700","10333600",3,7,6,50,31.5789474
"6898","chrY_10333700","10333600",2,4,11,28.5714286,57.8947368
"1957","chrY_10333700","10333600",1,3,2,21.4285714,10.5263158
"13988","chrY_10334500","10334400",3,13,8,72.2222222,66.6666667
"6899","chrY_10334500","10334400",2,1,4,5.5555556,33.3333333
"1958","chrY_10334500","10334400",1,4,0,22.2222222,0
"13989","chrY_10338100","10338000",3,5,6,50,50
"6900","chrY_10338100","10338000",2,5,6,50,50
"13990","chrY_10342900","10342800",3,26,31,100,100
"13991","chrY_10343200","10343100",3,14,21,70,95.4545455
"6901","chrY_10343200","10343100",2,6,1,30,4.5454545
"13992","chrY_10346200","10346100",3,17,11,100,100
"13993","chrY_10350100","10350000",3,11,14,57.8947368,63.6363636
"6902","chrY_10350100","10350000",2,4,4,21.0526316,18.1818182
"1959","chrY_10350100","10350000",1,4,4,21.0526316,18.1818182
"13994","chrY_10352300","10352200",3,8,8,53.3333333,38.0952381
"6903","chrY_10352300","10352200",2,4,10,26.6666667,47.6190476
"1960","chrY_10352300","10352200",1,3,3,20,14.2857143
"13995","chrY_10355500","10355400",3,7,8,46.6666667,53.3333333
"6904","chrY_10355500","10355400",2,8,7,53.3333333,46.6666666
"13996","chrY_10355600","10355500",3,13,30,59.0909091,73.1707317
"6905","chrY_10355600","10355500",2,9,11,40.9090909,26.8292683
"13997","chrY_10355700","10355600",3,55,65,85.9375,73.8636364
"6906","chrY_10355700","10355600",2,9,12,14.0625,13.6363636
"1961","chrY_10355700","10355600",1,0,11,0,12.5
"13998","chrY_10356700","10356600",3,17,29,56.6666667,76.3157895
"6907","chrY_10356700","10356600",2,13,9,43.3333333,23.6842105
"13999","chrY_10357200","10357100",3,10,16,71.4285714,94.1176471
"6908","chrY_10357200","10357100",2,4,1,28.5714286,5.8823529
"14000","chrY_10357400","10357300",3,6,5,46.1538462,26.3157895
"6909","chrY_10357400","10357300",2,6,4,46.1538462,21.0526316
"1962","chrY_10357400","10357300",1,1,10,7.6923077,52.6315789
"14001","chrY_10357800","10357700",3,16,23,50,76.6666667
"6910","chrY_10357800","10357700",2,12,7,37.5,23.3333334
"1963","chrY_10357800","10357700",1,4,0,12.5,0
"14002","chrY_10358000","10357900",3,8,11,72.7272727,91.6666667
"6911","chrY_10358000","10357900",2,3,1,27.2727273,8.3333333
"14003","chrY_10358100","10358000",3,32,45,84.2105263,78.9473684
"6912","chrY_10358100","10358000",2,6,6,15.7894737,10.5263158
"1964","chrY_10358100","10358000",1,0,6,0,10.5263158
"14004","chrY_10358500","10358400",3,12,17,41.3793103,51.5151515
"6913","chrY_10358500","10358400",2,13,14,44.8275862,42.4242424
"1965","chrY_10358500","10358400",1,4,2,13.7931034,6.0606061
"14005","chrY_10361000","10360900",3,68,59,78.1609195,66.2921348
"6914","chrY_10361000","10360900",2,15,21,17.2413793,23.5955056
"1966","chrY_10361000","10360900",1,4,9,4.5977011,10.1123596
"14006","chrY_10361900","10361800",3,7,13,58.3333333,52
"6915","chrY_10361900","10361800",2,5,12,41.6666666,48
"14007","chrY_10362500","10362400",3,7,11,70,55
"6916","chrY_10362500","10362400",2,3,9,30,45
"14008","chrY_10363000","10362900",3,32,58,66.6666667,79.4520548
"6917","chrY_10363000","10362900",2,12,15,25,20.5479452
"1967","chrY_10363000","10362900",1,4,0,8.3333333,0
"14009","chrY_10364100","10364000",3,33,54,66,85.7142857
"6918","chrY_10364100","10364000",2,12,6,24,9.5238096
"1968","chrY_10364100","10364000",1,5,3,10,4.7619048
"14010","chrY_10364600","10364500",3,21,22,100,100
"14011","chrY_10364700","10364600",3,11,9,100,64.2857143
"6919","chrY_10364700","10364600",2,0,5,0,35.7142857
"14012","chrY_10364900","10364800",3,28,45,57.1428571,72.5806452
"6920","chrY_10364900","10364800",2,17,17,34.6938776,27.4193549
"1969","chrY_10364900","10364800",1,4,0,8.1632653,0
"14013","chrY_10365000","10364900",3,30,28,78.9473684,63.6363636
"6921","chrY_10365000","10364900",2,8,16,21.0526316,36.3636364
"14014","chrY_10365500","10365400",3,18,16,100,100
"14015","chrY_10366100","10366000",3,8,12,47.0588235,57.1428571
"6922","chrY_10366100","10366000",2,9,9,52.9411765,42.8571429
"14016","chrY_10366200","10366100",3,24,14,68.5714286,42.4242424
"6923","chrY_10366200","10366100",2,7,16,20,48.4848485
"1970","chrY_10366200","10366100",1,4,3,11.4285714,9.0909091
"14017","chrY_10366300","10366200",3,4,10,44.4444444,76.9230769
"6924","chrY_10366300","10366200",2,5,3,55.5555556,23.0769231
"14018","chrY_10366400","10366300",3,17,18,100,56.25
"6925","chrY_10366400","10366300",2,0,14,0,43.75
"14019","chrY_10366500","10366400",3,7,6,63.6363636,46.1538462
"6926","chrY_10366500","10366400",2,4,7,36.3636364,53.8461539
"14020","chrY_10366700","10366600",3,65,66,92.8571429,85.7142857
"6927","chrY_10366700","10366600",2,2,7,2.8571429,9.0909091
"1971","chrY_10366700","10366600",1,3,4,4.2857143,5.1948052
"14021","chrY_10367000","10366900",3,18,15,90,78.9473684
"6928","chrY_10367000","10366900",2,2,4,10,21.0526316
"14022","chrY_10367900","10367800",3,11,23,73.3333333,82.1428571
"6929","chrY_10367900","10367800",2,4,5,26.6666667,17.8571429
"14023","chrY_10368000","10367900",3,12,25,37.5,46.2962963
"6930","chrY_10368000","10367900",2,12,21,37.5,38.8888889
"1972","chrY_10368000","10367900",1,8,8,25,14.8148148
"14024","chrY_10368100","10368000",3,22,25,78.5714286,83.3333333
"6931","chrY_10368100","10368000",2,6,5,21.4285714,16.6666667
"14025","chrY_10368400","10368300",3,24,40,51.0638298,50.6329114
"6932","chrY_10368400","10368300",2,18,30,38.2978723,37.9746835
"1973","chrY_10368400","10368300",1,5,9,10.6382979,11.3924051
"14026","chrY_10368500","10368400",3,31,47,62,61.8421053
"6933","chrY_10368500","10368400",2,12,18,24,23.6842106
"1974","chrY_10368500","10368400",1,7,11,14,14.4736842
"14027","chrY_10369400","10369300",3,19,12,82.6086957,63.1578947
"6934","chrY_10369400","10369300",2,4,7,17.3913043,36.8421053
"14028","chrY_10370400","10370300",3,29,24,65.9090909,75
"6935","chrY_10370400","10370300",2,11,6,25,18.75
"1975","chrY_10370400","10370300",1,4,2,9.0909091,6.25
"14029","chrY_10372600","10372500",3,11,12,64.7058824,75
"6936","chrY_10372600","10372500",2,6,4,35.2941176,25
"14030","chrY_10372700","10372600",3,14,19,87.5,67.8571429
"6937","chrY_10372700","10372600",2,2,9,12.5,32.1428571
"14031","chrY_10373500","10373400",3,54,52,94.7368421,85.2459016
"6938","chrY_10373500","10373400",2,2,5,3.5087719,8.1967213
"1976","chrY_10373500","10373400",1,1,4,1.754386,6.557377
"14032","chrY_10373600","10373500",3,22,8,68.75,53.3333333
"6939","chrY_10373600","10373500",2,10,7,31.25,46.6666666
"14033","chrY_10374800","10374700",3,27,29,87.0967742,72.5
"6940","chrY_10374800","10374700",2,4,11,12.9032258,27.5
"14034","chrY_10374900","10374800",3,10,8,100,100
"14035","chrY_10375000","10374900",3,30,47,100,99.9999999
"14036","chrY_10375300","10375200",3,24,15,100,100
"14037","chrY_10375400","10375300",3,14,15,87.5,78.9473684
"6941","chrY_10375400","10375300",2,2,4,12.5,21.0526316
"14038","chrY_10375500","10375400",3,17,26,100,100
"14039","chrY_10375600","10375500",3,34,54,82.9268293,93.1034483
"6942","chrY_10375600","10375500",2,4,1,9.7560976,1.7241379
"1977","chrY_10375600","10375500",1,3,3,7.3170732,5.1724138
"14040","chrY_10375700","10375600",3,23,19,67.6470588,54.2857143
"6943","chrY_10375700","10375600",2,7,9,20.5882353,25.7142857
"1978","chrY_10375700","10375600",1,4,7,11.7647059,20
"14041","chrY_10375900","10375800",3,20,14,64.516129,48.2758621
"6944","chrY_10375900","10375800",2,11,15,35.483871,51.7241379
"14042","chrY_10376000","10375900",3,14,25,70,73.5294118
"6945","chrY_10376000","10375900",2,6,9,30,26.4705882
"14043","chrY_10376100","10376000",3,11,12,100,100
"14044","chrY_10376400","10376300",3,43,42,86,85.7142857
"1979","chrY_10376400","10376300",1,7,7,14,14.2857143
"14045","chrY_10376600","10376500",3,33,35,97.0588235,92.1052632
"1980","chrY_10376600","10376500",1,1,3,2.9411765,7.8947368
"14046","chrY_10376800","10376700",3,18,29,78.2608696,85.2941176
"6946","chrY_10376800","10376700",2,2,2,8.6956522,5.8823529
"1981","chrY_10376800","10376700",1,3,3,13.0434783,8.8235294
"14047","chrY_10376900","10376800",3,21,29,84,93.5483871
"1982","chrY_10376900","10376800",1,4,2,16,6.4516129
"14048","chrY_10377200","10377100",3,27,19,100,100
"14049","chrY_10378200","10378100",3,10,19,32.2580645,50
"6947","chrY_10378200","10378100",2,17,11,54.8387097,28.9473684
"1983","chrY_10378200","10378100",1,4,8,12.9032258,21.0526316
"14050","chrY_10378300","10378200",3,14,16,77.7777778,66.6666667
"6948","chrY_10378300","10378200",2,2,4,11.1111111,16.6666667
"1984","chrY_10378300","10378200",1,2,4,11.1111111,16.6666667
"14051","chrY_10379000","10378900",3,12,21,85.7142857,63.6363636
"6949","chrY_10379000","10378900",2,2,12,14.2857143,36.3636364
"14052","chrY_10379800","10379700",3,23,42,100,100
"14053","chrY_10380000","10379900",3,35,20,87.5,62.5
"6950","chrY_10380000","10379900",2,5,12,12.5,37.5
"14054","chrY_10380600","10380500",3,35,42,60.3448276,64.6153846
"6951","chrY_10380600","10380500",2,18,17,31.0344828,26.1538462
"1985","chrY_10380600","10380500",1,5,6,8.6206897,9.2307692
"14055","chrY_10381400","10381300",3,36,30,65.4545455,58.8235294
"6952","chrY_10381400","10381300",2,15,12,27.2727272,23.5294118
"1986","chrY_10381400","10381300",1,4,9,7.2727273,17.6470588
"14056","chrY_10381900","10381800",3,34,44,72.3404255,53.0120482
"6953","chrY_10381900","10381800",2,11,31,23.4042553,37.3493975
"1987","chrY_10381900","10381800",1,2,8,4.2553191,9.6385542
"14057","chrY_10382100","10382000",3,24,38,72.7272727,74.5098039
"6954","chrY_10382100","10382000",2,9,13,27.2727273,25.4901961
"14058","chrY_10382300","10382200",3,14,11,66.6666667,44
"6955","chrY_10382300","10382200",2,7,14,33.3333333,56
"14059","chrY_10383000","10382900",3,10,23,58.8235294,85.1851852
"6956","chrY_10383000","10382900",2,7,4,41.1764706,14.8148148
"14060","chrY_10383900","10383800",3,11,14,100,100
"14061","chrY_10384100","10384000",3,5,5,41.6666667,26.3157895
"6957","chrY_10384100","10384000",2,4,13,33.3333333,68.4210527
"1988","chrY_10384100","10384000",1,3,1,25,5.2631579
"14062","chrY_10384200","10384100",3,26,22,89.6551724,95.6521739
"6958","chrY_10384200","10384100",2,3,1,10.3448276,4.3478261
"14063","chrY_10384300","10384200",3,7,19,50,76
"6959","chrY_10384300","10384200",2,5,3,35.7142857,12
"1989","chrY_10384300","10384200",1,2,3,14.2857143,12
"14064","chrY_10384900","10384800",3,3,4,14.2857143,25
"6960","chrY_10384900","10384800",2,16,10,76.1904762,62.5
"1990","chrY_10384900","10384800",1,2,2,9.5238095,12.5
"14065","chrY_10385900","10385800",3,23,21,65.7142857,67.7419355
"6961","chrY_10385900","10385800",2,9,6,25.7142857,19.3548387
"1991","chrY_10385900","10385800",1,3,4,8.5714286,12.9032258
"14066","chrY_10386200","10386100",3,5,2,45.4545455,20
"6962","chrY_10386200","10386100",2,6,8,54.5454546,80
"14067","chrY_10386300","10386200",3,13,11,86.6666667,73.3333333
"6963","chrY_10386300","10386200",2,2,4,13.3333333,26.6666667
"14068","chrY_10386700","10386600",3,18,21,75,65.625
"6964","chrY_10386700","10386600",2,5,7,20.8333333,21.875
"1992","chrY_10386700","10386600",1,1,4,4.1666667,12.5
"14069","chrY_10386900","10386800",3,18,24,75,96
"6965","chrY_10386900","10386800",2,6,1,25,4
"14070","chrY_10387900","10387800",3,21,16,70,53.3333333
"6966","chrY_10387900","10387800",2,8,9,26.6666667,30
"1993","chrY_10387900","10387800",1,1,5,3.3333333,16.6666667
"14071","chrY_10395100","10395000",3,25,20,69.4444444,62.5
"6967","chrY_10395100","10395000",2,7,7,19.4444444,21.875
"1994","chrY_10395100","10395000",1,4,5,11.1111111,15.625
"14072","chrY_10395200","10395100",3,3,1,30,9.0909091
"6968","chrY_10395200","10395100",2,4,5,40,45.4545455
"1995","chrY_10395200","10395100",1,3,5,30,45.4545455
"14073","chrY_10396800","10396700",3,6,4,75,66.6666667
"1996","chrY_10396800","10396700",1,2,2,25,33.3333333
"14074","chrY_10397300","10397200",3,4,3,40,23.0769231
"6969","chrY_10397300","10397200",2,3,8,30,61.5384615
"1997","chrY_10397300","10397200",1,3,2,30,15.3846154
"6970","chrY_10400500","10400400",2,8,7,88.8888889,50
"1998","chrY_10400500","10400400",1,1,7,11.1111111,50
"14075","chrY_10403200","10403100",3,13,11,100,100
"14076","chrY_10404900","10404800",3,13,19,61.9047619,73.0769231
"6971","chrY_10404900","10404800",2,7,4,33.3333333,15.3846154
"1999","chrY_10404900","10404800",1,1,3,4.7619048,11.5384615
"14077","chrY_10405100","10405000",3,9,9,37.5,45
"6972","chrY_10405100","10405000",2,14,7,58.3333333,35
"2000","chrY_10405100","10405000",1,1,4,4.1666667,20
"14078","chrY_10406300","10406200",3,11,14,45.8333333,58.3333333
"6973","chrY_10406300","10406200",2,9,7,37.5,29.1666667
"2001","chrY_10406300","10406200",1,4,3,16.6666667,12.5
"14079","chrY_10412200","10412100",3,18,9,100,100
"14080","chrY_10417800","10417700",3,12,6,57.1428571,37.5
"6974","chrY_10417800","10417700",2,8,6,38.0952381,37.5
"2002","chrY_10417800","10417700",1,1,4,4.7619048,25
"14081","chrY_10419500","10419400",3,39,28,72.2222222,63.6363636
"6975","chrY_10419500","10419400",2,13,12,24.0740741,27.2727273
"2003","chrY_10419500","10419400",1,2,4,3.7037037,9.0909091
"14082","chrY_10420300","10420200",3,15,37,83.3333333,88.0952381
"6976","chrY_10420300","10420200",2,3,5,16.6666667,11.9047619
"14083","chrY_10420900","10420800",3,15,23,62.5,74.1935484
"6977","chrY_10420900","10420800",2,9,8,37.5,25.8064517
"14084","chrY_10422000","10421900",3,8,7,44.4444444,46.6666667
"6978","chrY_10422000","10421900",2,10,4,55.5555556,26.6666667
"2004","chrY_10422000","10421900",1,0,4,0,26.6666667
"14085","chrY_10422100","10422000",3,13,17,68.4210526,94.4444444
"6979","chrY_10422100","10422000",2,6,1,31.5789474,5.5555556
"14086","chrY_10422500","10422400",3,25,24,100,100
"14087","chrY_10424900","10424800",3,3,9,25,47.3684211
"2005","chrY_10424900","10424800",1,9,10,75,52.6315789
"14088","chrY_10429500","10429400",3,7,0,58.3333333,0
"6980","chrY_10429500","10429400",2,5,10,41.6666667,100
"14089","chrY_10436100","10436000",3,8,16,40,53.3333333
"6981","chrY_10436100","10436000",2,7,9,35,30
"2006","chrY_10436100","10436000",1,5,5,25,16.6666667
"14090","chrY_10437700","10437600",3,6,9,31.5789474,60
"6982","chrY_10437700","10437600",2,10,4,52.631579,26.6666667
"2007","chrY_10437700","10437600",1,3,2,15.7894737,13.3333333
"14091","chrY_10449800","10449700",3,17,11,100,100
"14092","chrY_10451400","10451300",3,9,16,69.2307692,57.1428571
"6983","chrY_10451400","10451300",2,4,12,30.7692308,42.8571428
"14093","chrY_10454600","10454500",3,30,25,100,80.6451613
"6984","chrY_10454600","10454500",2,0,6,0,19.3548387
"14094","chrY_10454700","10454600",3,39,46,78,76.6666667
"6985","chrY_10454700","10454600",2,9,12,18,20
"2008","chrY_10454700","10454600",1,2,2,4,3.3333333
"14095","chrY_10454800","10454700",3,20,23,100,100
"14096","chrY_10456900","10456800",3,6,3,28.5714286,25
"6986","chrY_10456900","10456800",2,7,6,33.3333333,50
"2009","chrY_10456900","10456800",1,8,3,38.0952381,25
"14097","chrY_10460400","10460300",3,12,11,92.3076923,78.5714286
"2010","chrY_10460400","10460300",1,1,3,7.6923077,21.4285714
"14098","chrY_10464300","10464200",3,9,14,60,60.8695652
"6987","chrY_10464300","10464200",2,6,9,40,39.1304348
"6988","chrY_10470500","10470400",2,9,9,100,100
"14099","chrY_10472900","10472800",3,11,20,78.5714286,74.0740741
"6989","chrY_10472900","10472800",2,3,7,21.4285714,25.9259259
"14100","chrY_10474300","10474200",3,21,7,91.3043478,53.8461538
"6990","chrY_10474300","10474200",2,2,6,8.6956522,46.1538462
"14101","chrY_10489900","10489800",3,3,7,17.6470588,36.8421053
"6991","chrY_10489900","10489800",2,8,2,47.0588235,10.5263158
"2011","chrY_10489900","10489800",1,6,10,35.2941176,52.6315789
"14102","chrY_10492100","10492000",3,9,18,45,48.6486486
"6992","chrY_10492100","10492000",2,5,12,25,32.4324324
"2012","chrY_10492100","10492000",1,6,7,30,18.9189189
"14103","chrY_10503800","10503700",3,44,47,74.5762712,75.8064516
"6993","chrY_10503800","10503700",2,8,12,13.5593221,19.3548387
"2013","chrY_10503800","10503700",1,7,3,11.8644068,4.8387097
"14104","chrY_10504700","10504600",3,20,25,74.0740741,69.4444444
"6994","chrY_10504700","10504600",2,7,11,25.9259259,30.5555555
"14105","chrY_10505200","10505100",3,34,25,91.8918919,89.2857143
"6995","chrY_10505200","10505100",2,3,3,8.1081081,10.7142857
"14106","chrY_10505800","10505700",3,16,18,80,94.7368421
"6996","chrY_10505800","10505700",2,4,1,20,5.2631579
"14107","chrY_10506000","10505900",3,50,43,86.2068966,91.4893617
"6997","chrY_10506000","10505900",2,8,4,13.7931035,8.5106382
"14108","chrY_10508200","10508100",3,14,4,77.7777778,33.3333333
"6998","chrY_10508200","10508100",2,4,4,22.2222222,33.3333333
"2014","chrY_10508200","10508100",1,0,4,0,33.3333333
"14109","chrY_10515200","10515100",3,8,15,80,60
"6999","chrY_10515200","10515100",2,2,10,20,40
"14110","chrY_10522400","10522300",3,13,20,81.25,80
"7000","chrY_10522400","10522300",2,3,5,18.75,20
"14111","chrY_10529000","10528900",3,11,14,61.1111111,77.7777778
"7001","chrY_10529000","10528900",2,7,4,38.8888889,22.2222222
"14112","chrY_10533900","10533800",3,11,11,40.7407407,37.9310345
"7002","chrY_10533900","10533800",2,16,18,59.2592592,62.0689655
"14113","chrY_10538000","10537900",3,9,9,100,100
"14114","chrY_10538300","10538200",3,14,21,70,63.6363636
"7003","chrY_10538300","10538200",2,4,8,20,24.2424243
"2015","chrY_10538300","10538200",1,2,4,10,12.1212121
"14115","chrY_10538600","10538500",3,7,9,100,100
"14116","chrY_10539000","10538900",3,28,26,77.7777778,81.25
"7004","chrY_10539000","10538900",2,8,6,22.2222223,18.75
"14117","chrY_10539100","10539000",3,13,13,61.9047619,86.6666667
"7005","chrY_10539100","10539000",2,8,2,38.0952381,13.3333333
"14118","chrY_10544300","10544200",3,13,14,100,100
"14119","chrY_10545200","10545100",3,7,16,36.8421053,55.1724138
"7006","chrY_10545200","10545100",2,8,9,42.1052632,31.0344828
"2016","chrY_10545200","10545100",1,4,4,21.0526316,13.7931034
